{'preço_prod_2': 55}
{'preço_prod_4': 30}
{'preço_prod_7': 43}
{'preço_prod_9': 20}
{'preço_prod_6': 38}
{'preço_prod_7': 60}
{'preço_prod_8': 60}
{'preço_prod_9': 39}
{'preço_prod_10': 29}
{'preço_prod_11': 31}
{'preço_prod_0': 55}
{'preço_prod_2': 47}
{'preço_prod_4': 45}
{'preço_prod_5': 49}
{'preço_prod_6': 21}
{'preço_prod_7': 34}
{'preço_prod_8': 33}
{'preço_prod_9': 54}
{'preço_prod_10': 24}
{'preço_prod_0': 29}
{'preço_prod_2': 58}
{'preço_prod_3': 27}
{'preço_prod_5': 40}
{'preço_prod_6': 49}
{'preço_prod_9': 58}
{'preço_prod_8': 24}
{'preço_prod_10': 28}
{'preço_prod_0': 28}
{'preço_prod_1': 29}
{'preço_prod_2': 20}
{'preço_prod_3': 37}
{'preço_prod_4': 58}
{'preço_prod_7': 53}
{'preço_prod_9': 40}
{'preço_prod_10': 32}
{'preço_prod_0': 51}
{'preço_prod_5': 48}
{'preço_prod_7': 44}
{'preço_prod_9': 53}
{'preço_prod_10': 31}
{'preço_prod_0': 59}
{'preço_prod_3': 50}
{'preço_prod_4': 31}
{'preço_prod_7': 39}
{'preço_prod_8': 56}
{'preço_prod_11': 34}
{'preço_prod_3': 40}
{'preço_prod_7': 55}
{'preço_prod_9': 25}
{'preço_prod_10': 24}
{'preço_prod_0': 43}
{'preço_prod_1': 33}
{'preço_prod_2': 41}
{'preço_prod_3': 45}
{'preço_prod_9': 46}
{'preço_prod_8': 45}
{'preço_prod_11': 47}
{'preço_prod_1': 32}
{'preço_prod_2': 31}
{'preço_prod_3': 20}
{'preço_prod_4': 48}
{'preço_prod_5': 28}
{'preço_prod_6': 48}
{'preço_prod_7': 40}
{'preço_prod_9': 22}
{'preço_prod_8': 23}
{'preço_prod_10': 33}
